Id,Genre,family,friendship,adventure,enjoy-life,beautiful-scenery,home,holiday,imaginary,nostalgia,loneliness,growth,sick
2055,"['adventure', 'imaginary']",0,0,1,0,0,0,0,1,0,0,0,0
2056,"['adventure', 'imaginary']",0,0,1,0,0,0,0,1,0,0,0,0
2057,['sick'],0,0,0,0,0,0,0,0,0,0,0,1
2058,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2059,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2060,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2061,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2062,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2063,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2064,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2065,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2066,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2067,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2068,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2069,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2070,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2071,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2072,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2073,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2074,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2075,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2076,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2077,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2078,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2079,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2080,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2081,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2082,['beautiful-scenery'],0,0,0,0,1,0,0,0,0,0,0,0
2083,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2084,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2085,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2086,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2087,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2088,"['enjoy-life', 'growth']",0,0,0,1,0,0,0,0,0,0,1,0
2089,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2090,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2091,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2092,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2093,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2094,['holiday'],0,0,0,0,0,0,1,0,0,0,0,0
2095,"['enjoy-life', 'beautiful-scenery']",0,0,0,1,1,0,0,0,0,0,0,0
2096,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
2097,"['friendship', 'enjoy-life']",0,1,0,1,0,0,0,0,0,0,0,0
2098,"['beautiful-scenery', 'growth']",0,0,0,0,1,0,0,0,0,0,1,0
2099,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2100,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2101,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2102,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2103,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2104,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2105,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2106,"['friendship', 'holiday']",0,1,0,0,0,0,1,0,0,0,0,0
2107,['holiday'],0,0,0,0,0,0,1,0,0,0,0,0
2108,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2109,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2110,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2111,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2112,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2113,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2114,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2115,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2116,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2117,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2118,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
2119,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2120,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2121,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2122,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2123,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2124,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2125,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2126,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2127,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2128,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2129,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2130,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2131,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2132,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2133,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2134,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2135,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2136,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2137,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2138,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2139,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2140,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2141,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2142,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2143,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2144,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2145,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2146,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2147,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2148,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2149,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2150,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2151,['sick'],0,0,0,0,0,0,0,0,0,0,0,1
2152,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2153,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2154,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2155,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2156,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2157,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2158,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2159,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2160,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
2161,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2162,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2163,"['friendship', 'adventure']",0,1,1,0,0,0,0,0,0,0,0,0
2164,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2165,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2166,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2167,"['adventure', 'growth']",0,0,1,0,0,0,0,0,0,0,1,0
2168,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2169,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2170,"['adventure', 'loneliness']",0,0,1,0,0,0,0,0,0,1,0,0
2171,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2172,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2173,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2174,['sick'],0,0,0,0,0,0,0,0,0,0,0,1
2175,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2176,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2177,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2178,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2179,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2180,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2181,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2182,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2183,"['adventure', 'imaginary']",0,0,1,0,0,0,0,1,0,0,0,0
2184,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2185,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2186,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2187,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2188,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2189,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2190,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2191,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2192,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2193,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2194,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2195,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2196,"['loneliness', 'growth']",0,0,0,0,0,0,0,0,0,1,1,0
2197,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2198,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2199,"['family', 'loneliness']",1,0,0,0,0,0,0,0,0,1,0,0
2200,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2201,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2202,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2203,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2204,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2205,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2206,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2207,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2208,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2209,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2210,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2211,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2212,"['friendship', 'loneliness']",0,1,0,0,0,0,0,0,0,1,0,0
2213,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2214,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2215,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2216,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2217,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2218,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2219,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2220,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2221,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2222,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2223,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2224,['beautiful-scenery'],0,0,0,0,1,0,0,0,0,0,0,0
2225,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2226,"['home', 'holiday']",0,0,0,0,0,1,1,0,0,0,0,0
2227,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2228,"['adventure', 'loneliness']",0,0,1,0,0,0,0,0,0,1,0,0
2229,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2230,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2231,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2232,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2233,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
2234,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2235,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2236,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2237,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2238,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2239,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2240,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2241,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2242,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2243,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2244,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2245,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2246,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2247,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2248,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2249,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2250,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2251,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2252,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2253,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2254,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2255,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2256,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2257,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2258,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2259,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2260,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2261,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2262,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2263,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2264,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2265,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2266,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
2267,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
2268,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2269,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2270,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2271,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2272,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2273,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2274,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2275,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2276,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2277,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2278,"['adventure', 'home']",0,0,1,0,0,1,0,0,0,0,0,0
2279,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2280,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2281,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2282,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2283,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2284,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2285,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2286,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2287,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
2288,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2289,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
2290,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2291,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2292,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2293,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2294,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2295,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2296,['enjoy-life'],0,0,0,1,0,0,0,0,0,0,0,0
2297,"['friendship', 'sick']",0,1,0,0,0,0,0,0,0,0,0,1
2298,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2299,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2300,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2301,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2302,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2303,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2304,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2305,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2306,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2307,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2308,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2309,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2310,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2311,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2312,"['family', 'holiday']",1,0,0,0,0,0,1,0,0,0,0,0
2313,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2314,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2315,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2316,"['beautiful-scenery', 'loneliness']",0,0,0,0,1,0,0,0,0,1,0,0
2317,"['friendship', 'adventure']",0,1,1,0,0,0,0,0,0,0,0,0
2318,"['family', 'adventure']",1,0,1,0,0,0,0,0,0,0,0,0
2319,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2320,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2321,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2322,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2323,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2324,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2325,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2326,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2327,"['friendship', 'adventure']",0,1,1,0,0,0,0,0,0,0,0,0
2328,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2329,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2330,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2331,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2332,"['friendship', 'imaginary']",0,1,0,0,0,0,0,1,0,0,0,0
2333,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2334,"['imaginary', 'sick']",0,0,0,0,0,0,0,1,0,0,0,1
2335,"['adventure', 'imaginary']",0,0,1,0,0,0,0,1,0,0,0,0
2336,"['imaginary', 'sick']",0,0,0,0,0,0,0,1,0,0,0,1
2337,"['adventure', 'imaginary']",0,0,1,0,0,0,0,1,0,0,0,0
2338,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2339,"['adventure', 'imaginary']",0,0,1,0,0,0,0,1,0,0,0,0
2340,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2341,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2342,"['imaginary', 'sick']",0,0,0,0,0,0,0,1,0,0,0,1
2343,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2344,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2345,"['adventure', 'imaginary']",0,0,1,0,0,0,0,1,0,0,0,0
2346,"['imaginary', 'sick']",0,0,0,0,0,0,0,1,0,0,0,1
2347,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2348,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2349,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2350,"['adventure', 'imaginary']",0,0,1,0,0,0,0,1,0,0,0,0
2351,"['imaginary', 'loneliness']",0,0,0,0,0,0,0,1,0,1,0,0
2352,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2353,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2354,"['imaginary', 'sick']",0,0,0,0,0,0,0,1,0,0,0,1
2355,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2356,"['imaginary', 'sick']",0,0,0,0,0,0,0,1,0,0,0,1
2357,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2358,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2359,['sick'],0,0,0,0,0,0,0,0,0,0,0,1
2360,"['imaginary', 'sick']",0,0,0,0,0,0,0,1,0,0,0,1
2361,"['imaginary', 'sick']",0,0,0,0,0,0,0,1,0,0,0,1
2362,"['imaginary', 'loneliness']",0,0,0,0,0,0,0,1,0,1,0,0
2363,"['imaginary', 'sick']",0,0,0,0,0,0,0,1,0,0,0,1
2364,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2365,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2366,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2367,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2368,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2369,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2370,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2371,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2372,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2373,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2374,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2375,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2376,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2377,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2378,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2379,['sick'],0,0,0,0,0,0,0,0,0,0,0,1
2380,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2381,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2382,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2383,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2384,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2385,['sick'],0,0,0,0,0,0,0,0,0,0,0,1
2386,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2387,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2388,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2389,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2390,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2391,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2392,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2393,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2394,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2395,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2396,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2397,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2398,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2399,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2400,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2401,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2402,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2403,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2404,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2405,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2406,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2407,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2408,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2409,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2410,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
2411,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2412,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2413,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
2414,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2415,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2416,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
2417,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
2418,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2419,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
2420,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
2421,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
2422,['beautiful-scenery'],0,0,0,0,1,0,0,0,0,0,0,0
2423,['beautiful-scenery'],0,0,0,0,1,0,0,0,0,0,0,0
2424,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2425,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2426,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2427,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2428,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2429,['sick'],0,0,0,0,0,0,0,0,0,0,0,1
2430,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2431,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2432,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2433,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2434,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2435,['loneliness'],0,0,0,0,0,0,0,0,0,1,0,0
2436,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2437,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2438,['imaginary'],0,0,0,0,0,0,0,1,0,0,0,0
2439,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2440,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2441,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2442,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2443,"['adventure', 'imaginary']",0,0,1,0,0,0,0,1,0,0,0,0
2444,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2445,['sick'],0,0,0,0,0,0,0,0,0,0,0,1
2446,['holiday'],0,0,0,0,0,0,1,0,0,0,0,0
2447,['sick'],0,0,0,0,0,0,0,0,0,0,0,1
2448,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2449,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2450,"['family', 'adventure']",1,0,1,0,0,0,0,0,0,0,0,0
2451,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2452,"['adventure', 'imaginary']",0,0,1,0,0,0,0,1,0,0,0,0
2453,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2454,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
2455,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
2456,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
2457,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2458,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2459,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2460,['nostalgia'],0,0,0,0,0,0,0,0,1,0,0,0
2461,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
2462,['growth'],0,0,0,0,0,0,0,0,0,0,1,0
2463,"['friendship', 'nostalgia']",0,1,0,0,0,0,0,0,1,0,0,0
2464,['sick'],0,0,0,0,0,0,0,0,0,0,0,1
2465,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2466,['family'],1,0,0,0,0,0,0,0,0,0,0,0
2467,['friendship'],0,1,0,0,0,0,0,0,0,0,0,0
2468,['home'],0,0,0,0,0,1,0,0,0,0,0,0
2469,['adventure'],0,0,1,0,0,0,0,0,0,0,0,0
